"SubjectID" "Activity" "Average of [fBodyAcc-mean()-X]" "Average of [fBodyAcc-mean()-Y]" "Average of [fBodyAcc-mean()-Z]" "Average of [fBodyAcc-std()-X]" "Average of [fBodyAcc-std()-Y]" "Average of [fBodyAcc-std()-Z]" "Average of [fBodyAccJerk-mean()-X]" "Average of [fBodyAccJerk-mean()-Y]" "Average of [fBodyAccJerk-mean()-Z]" "Average of [fBodyAccJerk-std()-X]" "Average of [fBodyAccJerk-std()-Y]" "Average of [fBodyAccJerk-std()-Z]" "Average of [fBodyAccMag-mean()]" "Average of [fBodyAccMag-std()]" "Average of [fBodyBodyAccJerkMag-mean()]" "Average of [fBodyBodyAccJerkMag-std()]" "Average of [fBodyBodyGyroJerkMag-mean()]" "Average of [fBodyBodyGyroJerkMag-std()]" "Average of [fBodyBodyGyroMag-mean()]" "Average of [fBodyBodyGyroMag-std()]" "Average of [fBodyGyro-mean()-X]" "Average of [fBodyGyro-mean()-Y]" "Average of [fBodyGyro-mean()-Z]" "Average of [fBodyGyro-std()-X]" "Average of [fBodyGyro-std()-Y]" "Average of [fBodyGyro-std()-Z]" "Average of [tBodyAcc-mean()-X]" "Average of [tBodyAcc-mean()-Y]" "Average of [tBodyAcc-mean()-Z]" "Average of [tBodyAcc-std()-X]" "Average of [tBodyAcc-std()-Y]" "Average of [tBodyAcc-std()-Z]" "Average of [tBodyAccJerk-mean()-X]" "Average of [tBodyAccJerk-mean()-Y]" "Average of [tBodyAccJerk-mean()-Z]" "Average of [tBodyAccJerk-std()-X]" "Average of [tBodyAccJerk-std()-Y]" "Average of [tBodyAccJerk-std()-Z]" "Average of [tBodyAccJerkMag-mean()]" "Average of [tBodyAccJerkMag-std()]" "Average of [tBodyAccMag-mean()]" "Average of [tBodyAccMag-std()]" "Average of [tBodyGyro-mean()-X]" "Average of [tBodyGyro-mean()-Y]" "Average of [tBodyGyro-mean()-Z]" "Average of [tBodyGyro-std()-X]" "Average of [tBodyGyro-std()-Y]" "Average of [tBodyGyro-std()-Z]" "Average of [tBodyGyroJerk-mean()-X]" "Average of [tBodyGyroJerk-mean()-Y]" "Average of [tBodyGyroJerk-mean()-Z]" "Average of [tBodyGyroJerk-std()-X]" "Average of [tBodyGyroJerk-std()-Y]" "Average of [tBodyGyroJerk-std()-Z]" "Average of [tBodyGyroJerkMag-mean()]" "Average of [tBodyGyroJerkMag-std()]" "Average of [tBodyGyroMag-mean()]" "Average of [tBodyGyroMag-std()]" "Average of [tGravityAcc-mean()-X]" "Average of [tGravityAcc-mean()-Y]" "Average of [tGravityAcc-mean()-Z]" "Average of [tGravityAcc-std()-X]" "Average of [tGravityAcc-std()-Y]" "Average of [tGravityAcc-std()-Z]" "Average of [tGravityAccMag-mean()]" "Average of [tGravityAccMag-std()]"
8 "LAYING" 0.719831539259259 -0.918873192333333 -0.957990036481482 0.0250645707651852 -0.981002117407407 -0.155871297592593 0.978563197037037 0.95405737462963 -0.97350753037037 0.0997884053148148 0.139258507390556 0.00598511924259259 0.249044879777778 -0.0891374138592593 -0.82835767037037 0.829055554814815 -0.233309222709259 0.248586363388889 0.140742909648148 -0.106445008314815 0.0432544408481481 -0.123302535557593 0.0411890605259259 0.0635689576111111 -0.0866553773388889 0.110511034166667 -0.93385922037037 -0.921318081296296 -0.924253348518518 -0.115344067389537 0.111924809074074 -0.0419243238611111 -0.988073994444444 -0.984181964814815 -0.962162054444444 -0.727589066875926 -0.849462366018519 -0.88518518512963 -0.468516482111111 -0.995927291481482 -0.992854917777778 -0.998624556296296 -0.979170881666667 -0.968699222962963 -0.969273894259259 -0.967775916666667 -0.987990075555556 -0.98618956 -0.999829862777778 -0.998912844259259 -0.998040617962963 -0.99889676462963 -0.99938289462963 -0.999447746296296 -0.999167817592593 -0.992835022222222 -0.99354087962963 -0.957903886111111 0.140446785851852 -0.121836323444444 0.0389241535703704 -0.996460269259259 -0.998417564074074 -0.998598665925926 -0.998431447962963 -0.999443562037037
8 "SITTING" 0.263895185521739 -0.966757967173913 -0.937462301369565 0.138404557673913 0.580666775 -0.839818450217391 0.982905509347826 0.978828647608696 -0.985973243043478 0.0962004719108696 0.1704869056 0.199232390178261 0.13152339433913 -0.0955089236521739 -0.887340160434783 0.792437915 -0.653132566086956 0.217561575137826 0.10009323018913 -0.0923150250434783 -0.0339591094956522 -0.119055665633913 0.0165306433826087 0.0941663273043478 -0.105546566108696 0.152781689847826 -0.958466461521739 -0.90536681723913 -0.93268224326087 0.0101231656304348 0.00294078463695652 0.0941510273630435 -0.979550342826087 -0.989879110869565 -0.984166681086956 -0.757610524782609 -0.859747545652174 -0.927536231304348 -0.321009148152174 -0.99953936 -0.99901361 -0.998572423043478 -0.983038783478261 -0.986185349347826 -0.983088459782609 -0.986501655 -0.991678232826087 -0.98218891326087 -0.999848860869565 -0.99979347326087 -0.999361420869565 -0.999394011956522 -0.999721382173913 -0.999493654347826 -0.999496475869565 -0.999326603043478 -0.999230970217391 -0.982200309782609 -0.171660326195652 -0.454230502847826 -0.0360475240434783 -0.999840444130435 -0.99986643326087 -0.999851546086956 -0.999794145869565 -0.999892796086956
8 "STANDING" -0.0979392024814815 -0.987690217222222 -0.958904114074074 -0.444439056851852 0.884915495555556 -0.984012242407407 0.980887366851852 0.975059153703704 -0.98545825 0.167536691555556 0.194907452072222 0.226261557124815 0.209763638618519 -0.0280117633814815 -0.860752005740741 0.804597581296296 -0.317072100142593 0.259852831259259 0.156025311253704 -0.097757576 0.107476897377778 0.0180459888018519 -0.0911340135611111 0.0934983157407407 -0.130965294559259 0.234871223048148 -0.957346398333333 -0.954596744814815 -0.952848496851852 -0.0518709678648148 0.0844762540074074 0.0199224478537037 -0.99151643037037 -0.977723642777778 -0.988542618333333 -0.747394552092593 -0.712066905222222 -0.888888888759259 -0.359165810962963 -0.999658837407407 -0.999561618888889 -0.998781948703704 -0.97858173 -0.984465744444444 -0.987399516481481 -0.985287311296296 -0.991234577222222 -0.986364168888889 -0.9998939 -0.999898221296296 -0.999567612592593 -0.999007149444444 -0.999464579074074 -0.999488482407407 -0.999258543518519 -0.999355421666667 -0.997728373518519 -0.969677435925926 -0.289905959040741 -0.638971096592593 -0.109535271222222 -0.999475333888889 -0.999606584444444 -0.99974461462963 -0.999650017407407 -0.999783801851852
8 "WALKING" -0.186267836962021 -0.974752050208333 -0.956781505625 -0.043838073625 0.771451009166667 -0.91739263625 0.162082997716667 0.349312159541667 -0.0542912734372917 0.144867375052083 -0.0149846270875 -0.0409356580416667 0.106113937535417 -0.095791790535 -0.225331313958333 0.1951625568125 0.127185848998042 0.36249429718125 -0.266174578102083 -0.135886431360417 -0.1700899652375 0.180231923604167 -0.0411924152854167 -0.13223868001875 0.126041900847292 -0.0167595107770833 -0.3380059025 -0.384471555625 -0.00310243820125 0.00900371604166667 -0.020593206975 -0.00825722199375 -0.0371167804375 -0.593556102708333 -0.305011096854167 0.492697898541667 -0.743279566041667 -0.351388890625 -0.454350538041667 -0.765505882083333 -0.647433337291667 0.0471820014916667 0.315883536479167 -0.4044825094375 -0.170544255583333 -0.450053339125 -0.76082394 -0.577650242727083 -0.980358404791667 -0.726568162083333 -0.759381522083333 -0.660899910625 -0.0452016574852083 -0.525317129020833 -0.103091599742708 -0.698412360416667 -0.804045478958333 -0.102063053808333 -0.106279511366042 -0.485953170791667 -0.17778949275 -0.399557313179167 -0.791698209166667 -0.931973722291667 -0.908266382916667 -0.897389924583333
8 "WALKING_DOWNSTAIRS" -0.141817934963684 -0.945766561578947 -0.941580934473684 -0.206253878868421 0.772216689473684 -0.941418553421053 0.0112759977842105 0.0722949568684211 0.290606502394737 0.325860528026316 0.0261394945908947 -0.070638572481579 -0.0618903012894737 -0.0500760173342105 -0.312935538578947 0.175481796744974 0.0731751529526316 0.276823686236842 -0.278403597052632 -0.0349283489710526 0.00247021266842106 -0.162677823063158 -0.103863205013158 -0.0457554935013158 0.0347387971665789 0.0409143773289474 -0.0954184750157895 -0.304412250878947 0.0993429744078947 -0.322051252710526 0.236160878947368 -0.163516342036842 -0.0753893086315789 -0.339437567973684 0.326079149657895 0.756027513421053 -0.707979622631579 -0.656140350710526 -0.772072186315789 0.0828768537552632 -0.478888551052632 -0.269689203836842 0.273943791773684 -0.0846674186842105 0.446181014289474 -0.196097262302632 -0.665734558421053 -0.558318208368421 -0.937192072368421 -0.540663119210526 0.181989305276316 -0.444040624736842 -0.339974310657895 -0.150076574342105 -0.0951486236052632 -0.498105301789474 -0.56724953 -0.130740445236842 -0.139841026097368 -0.447282902842105 -0.554449105 -0.654329251842105 -0.718256369210526 -0.905556109473684 -0.892631720526316 -0.736386953421053
8 "WALKING_UPSTAIRS" -0.192306960631707 -0.926673287804878 -0.931032068536585 0.0938868951219512 0.640148598292683 -0.853671764390244 0.272544052463415 0.430562570648781 -0.132149956097561 0.192209810456098 0.0578368312443902 -0.051855577104878 -0.00959723493902439 -0.204205356087805 -0.0949633553707317 -0.163485718192683 0.208366846682927 0.1408008915 -0.255682986909756 -0.15544567414878 -0.226775046346341 0.262545684512195 -0.072917508804878 -0.0322171783780488 0.00764429269051219 0.0221200404878049 -0.189000217195122 -0.132612042668293 0.166447991 0.0843498673658537 -0.0996045657195122 0.121521785397561 -0.0804761776585366 -0.355484431926829 -0.179799654273171 0.507071459756098 -0.746656172439024 -0.822764225365854 -0.524296886487805 -0.520276695146341 -0.652283727804878 -0.640770424878049 -0.0700821464439024 -0.508248316829268 -0.0943214966292683 -0.554396501951219 -0.74137608902439 -0.608885484878049 -0.952914658292683 -0.803178315365854 -0.531414504682927 -0.442570558292683 -0.709658412926829 -0.472752147560976 -0.480840096829268 -0.743223558780488 -0.826001723414634 -0.240260761682927 -0.236156606839512 -0.567162494439024 -0.231737667204878 -0.803440159268293 -0.804220314878049 -0.926608758536585 -0.918056567804878 -0.894952398292683
9 "LAYING" 0.9578730416 -0.9218210626 -0.9699944882 -0.113796061954 -0.9659073306 -0.8038625418 0.9682498544 0.9435073662 -0.9631139004 0.067972539986 0.0042430683582 0.145205683022 0.4450513952 -0.15890291983 -0.8221405738 0.80494439 -0.05351417512 0.266330933908 0.192167154412 -0.10384667982 0.16552243508 0.05323368221 0.2676263788932 -0.081433346092 0.02028595766 0.053912321748 -0.909709609 -0.941556967 -0.9071250998 0.057775523608 0.112050072712 -0.102307685452 -0.993666831 -0.9954971712 -0.955914303 -0.61147636338 -0.9212903224 -0.9360000002 -0.68751604922 -0.9981899952 -0.9935437332 -0.9988649692 -0.966634136 -0.9597147176 -0.9603965374 -0.9606900784 -0.9842583504 -0.9794936724 -0.9998529008 -0.9990423394 -0.9985911244 -0.996498443 -0.9992093038 -0.9991964888 -0.99853189 -0.9954637134 -0.9983176608 -0.930297921 -0.21289581492 -0.51784503854 -0.13153888118 -0.9966335456 -0.9971911638 -0.9989271352 -0.9988861882 -0.9991895606
9 "SITTING" 0.085263099144 -0.9552804062 -0.94645197 -0.432211160932 0.79476589038 -0.9619360178 0.9639067956 0.953522055 -0.963945479 0.248770755982 0.03908468106 0.26864563036 0.12879348409 -0.04142711812 -0.8543906836 0.7779774424 -0.296871010364 0.09524635478 0.19282629728 -0.0930708106 0.03839825084 0.0641435803 0.165923981974 -0.16488504456 0.074828352238 0.0077127233 -0.9229594832 -0.92530145124 -0.9032355368 0.02111441342 0.066523233034 0.0062099363658 -0.9739969808 -0.9481030332 -0.9585220354 -0.5041879353 -0.6374193546 -0.862666667 -0.40040970947 -0.9973990882 -0.996376898 -0.9973666122 -0.9585229866 -0.9649413418 -0.958128316 -0.9683484244 -0.9883990642 -0.9829009294 -0.9998933196 -0.9991107534 -0.9971930172 -0.9948144646 -0.9980358942 -0.9988895726 -0.997334301 -0.996911872 -0.998209614 -0.950315237 -0.34079507824 -0.6660534592 -0.046396982674 -0.9988667616 -0.9986137602 -0.999434627 -0.9993864682 -0.9994446818
9 "STANDING" 0.00914769235555555 -0.989103160444444 -0.972573867555556 -0.5297404364 0.894074395111111 -0.996496136666667 0.971540294 0.967002044222222 -0.969178822 0.157013670837778 0.0878570850622222 0.286307463844444 0.158949635711111 -0.060810158296 -0.825916536 0.789239618666667 -0.111062049397778 0.0542170111333333 0.141622000711111 -0.095897704 0.107220166222222 0.0409151659644444 0.309695734973333 -0.0605748601288889 0.01229841 0.134256407155556 -0.923317472 -0.954845839555556 -0.921030223111111 0.0902328292 0.0460832010777778 -0.0233493446944444 -0.993938799111111 -0.991405378888889 -0.963941195555556 -0.616248924155556 -0.572759856977778 -0.927407407111111 -0.330963183066667 -0.998265976888889 -0.999221645333333 -0.997177779111111 -0.968234579555556 -0.972588748666667 -0.964401357111111 -0.974842689111111 -0.988348593111111 -0.975073305333333 -0.999905037111111 -0.99897415 -0.998545920666667 -0.997103366666667 -0.997819980222222 -0.998843917555556 -0.997563814444444 -0.997666567777778 -0.998606253777778 -0.916974437555556 -0.16471528842 -0.516157955088889 -0.242262494469778 -0.997089056 -0.997258114888889 -0.999029476 -0.99869973 -0.999635939777778
9 "WALKING" -0.115856121080385 -0.980971973653846 -0.971242423076923 -0.524132442884615 0.869734455192308 -0.993437454615385 0.498646085384615 0.374715703461538 -0.196765040576923 0.156207268842308 0.00479805955769231 0.224778290711538 0.0897068603692308 -0.0625598710615385 -0.472004803461538 0.244636906807692 0.158424832461538 -0.00643588913461538 -0.354055833807308 -0.0809204094461538 -0.0492031949153846 -0.112892715923077 0.0529765389653846 -0.135086341790385 0.088621790825 -0.0243787739538462 -0.5262853475 -0.488924639903846 -0.294542266826923 -0.211501870659404 0.335053106653846 -0.277710785192308 -0.673298926153846 -0.546079609615385 -0.426110868211538 0.472912001923077 -0.730769226923077 -0.430769231346154 -0.101169811898077 -0.792667447115385 -0.698808862692308 -0.642073935576923 -0.228380473480769 -0.419104362884615 -0.127951391203904 -0.443468961346154 -0.777471513461538 -0.72441716 -0.972322789038462 -0.611340308461538 -0.819346656730769 -0.839732011923077 -0.698097064807692 -0.825996566923077 -0.696791531538462 -0.661098876153846 -0.854028610576923 -0.383676120961538 -0.151823479534615 -0.509778865538462 -0.486672879807692 -0.883322815961538 -0.905104825192308 -0.930820186153846 -0.923264339615385 -0.938893268269231
9 "WALKING_DOWNSTAIRS" -0.082276174942619 -0.952141220714286 -0.936306558809524 -0.643241139047619 0.834620025238095 -0.996028563809524 0.40801900752381 0.379324965952381 -0.161747645419048 0.0771798174928571 -0.100027000711905 0.139259515745238 0.1894312017 -0.0712598843142857 -0.40059098547619 0.212797599190476 0.0527824638285714 0.0279766922952381 -0.0431161953047619 -0.094591202447619 0.149184292121429 -0.0995188258571429 0.153305639785714 -0.444364315 0.257950546504762 0.167545842642857 -0.364839745190476 -0.492044147738095 -0.168921400633333 -0.0885817747669048 0.0482290971190476 -0.0302257720142857 -0.665735066428571 -0.457402827497619 -0.0478644633095238 0.574285844047619 -0.749615971666667 -0.71746031547619 -0.614608555952381 -0.632219995238095 -0.242802365083333 -0.776087568095238 -0.355981821428571 -0.425377408333333 0.14116754502381 -0.503495453809524 -0.690782580238095 -0.777246029285714 -0.969609798571429 -0.408227254047619 -0.678590296190476 -0.747645662857143 -0.832171716904762 -0.843776722380952 -0.777287350952381 -0.521229053404762 -0.74597850452381 -0.325042890904762 0.0259912707142857 -0.303540136788095 -0.475904784690476 -0.902595385714286 -0.891724641428571 -0.916071914285714 -0.895168766904762 -0.916394063571429
9 "WALKING_UPSTAIRS" -0.266009866857143 -0.954383557142857 -0.901317321632653 -0.104386755734694 0.745693563265306 -0.976345037346939 0.724386778367347 0.619564218571429 -0.447829440204082 0.133215442489796 -0.0575650896469388 0.292754431077551 0.00499023355306122 -0.0412587909579592 -0.418012586938776 0.300056414653061 -0.107189085938776 0.161636651163265 0.0330483779795918 -0.0684689593355102 -0.099467330455102 -0.0176536985142857 0.067377749344898 -0.209049032842857 0.146661505857143 -0.00687601737959184 -0.449711719571429 -0.0294827146530612 -0.0833234490061224 0.249467606 -0.0329338440530612 -0.0401468311991837 -0.747689618571429 -0.700032116734694 -0.42032640244898 0.326704090489796 -0.676102697755102 -0.931972786122449 -0.538872771073469 -0.865695514081633 -0.785787175102041 -0.877695547346939 -0.590112916530612 -0.677831082857143 -0.255612595530612 -0.711015280204082 -0.809006484285714 -0.860401430204082 -0.980371614897959 -0.725021684489796 -0.879260644081633 -0.896656115714286 -0.902855948367347 -0.953006724897959 -0.897534359795918 -0.882649982653061 -0.932107005918367 -0.313941631326531 0.0639090328322449 -0.286624462040816 -0.105210678781633 -0.90054247755102 -0.938335077142857 -0.959433618163265 -0.94112372755102 -0.983554375306122
10 "LAYING" -0.031121624137931 -0.954531941896552 -0.966701156034483 -0.171133100001724 -0.994074362413793 0.335965812241379 0.969703997586207 0.969101098793103 -0.976487375689655 0.156867366310345 0.186888000994828 0.267274327327586 0.234130188550517 -0.0770325657265517 -0.843542308793103 0.817807286034483 -0.36179691137931 0.206113235 0.133365309033448 -0.100308254413793 0.155953848572414 0.0776129487586207 -0.00311887841992534 0.195823928034483 -0.177620998294828 0.2207255631 -0.934031806206897 -0.946931858965517 -0.937590998793103 -0.190038707448276 0.116325031744828 -0.124708365267241 -0.991144314827586 -0.992376465517241 -0.970705178448276 -0.777239303793103 -0.731924360948276 -0.667816092068966 -0.649796303362069 -0.99843034862069 -0.997280879310345 -0.998627766034483 -0.968120692241379 -0.978582339137931 -0.974992943103448 -0.981254430517241 -0.987597716034483 -0.984496162586207 -0.999835755517241 -0.999474707758621 -0.999113973103448 -0.998321130344828 -0.998851808793103 -0.997111445344828 -0.997690109310345 -0.998469221551724 -0.996393684482759 -0.953793912068965 -0.37736648412931 -0.660942356413793 -0.400528970308621 -0.998233760172414 -0.997750820689655 -0.999074032068966 -0.998832932241379 -0.999013084827586
10 "SITTING" 0.20253457287037 -0.973128354074074 -0.935690006481481 0.255464995537037 0.4903428 -0.642956951666667 0.982216730740741 0.983896663333333 -0.987961473333333 0.12682750912963 0.195414299124074 0.242978505833333 0.150755747537037 -0.0679993598888889 -0.885879524259259 0.800778588333333 -0.669277454574074 0.293237977907407 0.154386089124074 -0.0931555026481481 0.0212620023462963 -0.0220301166242593 -0.076114994912963 0.112197746425926 -0.129966081068519 0.229528370462963 -0.967589933888889 -0.913824782277778 -0.944202043703704 -0.159654982485185 0.155575480805556 -0.081258029162963 -0.978418744814815 -0.997057316111111 -0.986631485 -0.822294663148148 -0.788530465925926 -0.974074073888889 -0.656354802740741 -0.999650362592593 -0.999287377407407 -0.998453856481481 -0.982045591111111 -0.98911086 -0.986881582222222 -0.989676841111111 -0.995381258333333 -0.98582572037037 -0.999977211296296 -0.999819614444444 -0.999701835185185 -0.998826652037037 -0.999554296481482 -0.999537961666667 -0.999308596481482 -0.999569410740741 -0.999218977777778 -0.986477363333333 -0.411773707222222 -0.6823044419 -0.269132023018519 -0.999828703518518 -0.999843937037037 -0.999881014259259 -0.999854084074074 -0.999952471481481
10 "STANDING" 0.0346980210431818 -0.991259485 -0.975410724090909 -0.395440702727273 0.874848220681818 -0.938295019545455 0.947140331363636 0.972619144545455 -0.964889677272727 0.1826737944 0.302655954454545 0.295586860863636 0.241513211620455 -0.0876820486363636 -0.816181090454545 0.8005245425 -0.184139696529545 0.216649465856818 0.100116935329091 -0.104753833181818 0.161064505454545 0.0834630555545454 -0.252227791811364 0.0398949952561364 -0.0785511523863636 0.228496338181818 -0.932034065454545 -0.956973091363636 -0.929787259772727 0.0156588476804545 0.145786676459091 -0.0617755138704545 -0.993435358636364 -0.994741464090909 -0.967172439545455 -0.67802672 -0.49120234625 -0.843939393409091 -0.491727426113636 -0.997658809772727 -0.999420127272727 -0.995451210681818 -0.944847393636364 -0.979428729090909 -0.959497702272727 -0.981280515909091 -0.984721116590909 -0.970477006590909 -0.999595425454545 -0.999341134545455 -0.997723816363636 -0.994905451363636 -0.996369425454545 -0.998129027045455 -0.995915736136364 -0.998764760681818 -0.998347439545455 -0.924005912954545 -0.108180464370455 -0.46195376325 -0.314984722727273 -0.9963827125 -0.998755089772727 -0.999438861590909 -0.999180403181818 -0.999666774318182
10 "WALKING" 0.0549276242264151 -0.974435158113208 -0.971114719811321 -0.511628609811321 0.898756928490566 -0.958431028679245 0.0770660408113208 0.3212986988 -0.145725322215094 0.257043428188679 -0.0478116345132075 0.15423807690566 0.231944785281132 -0.0819540783760943 -0.37301634245283 0.207176086981132 0.199844303081132 0.0574996823716981 -0.281127977641509 -0.122709563462264 -0.0119238956245283 0.126632168490566 -0.215706232350943 0.0488762583797358 -0.0856396276003774 0.161347628628302 -0.449775253207547 -0.367971218160377 -0.156458730358491 -0.0644984365113208 -0.0342759013507547 0.0932161988773585 -0.505294805849057 -0.808755197358491 -0.139841099208868 0.42639728 -0.696895920943396 -0.740880500566038 -0.489222504150943 -0.595800588301887 -0.656154530377358 -0.683905502075472 0.0484867672264151 -0.558512650188679 0.0717956619245283 -0.621385448867925 -0.728967260754717 -0.521958833098113 -0.958271451509434 -0.582914306037736 -0.55474684309434 -0.731718352830189 -0.705189408490566 -0.262442265150943 -0.434806442150943 -0.893758788679245 -0.848477007735849 -0.277913780754717 -0.127485016041509 -0.447576288679245 0.0661486165584906 -0.747051631320755 -0.846014964716981 -0.872637260754717 -0.867368388301887 -0.962883984716981
10 "WALKING_DOWNSTAIRS" 0.0418715409263158 -0.939267613157895 -0.937003823684211 -0.637683153684211 0.838052620789474 -0.972373378421053 0.291051515842105 0.303004998526316 0.0467794665131579 0.195442131331579 -0.0948103924026316 -0.0733531093947368 0.0696560091736842 -0.106742538831579 -0.407575620315789 0.0109855634210526 0.0695592769736842 0.152547776710526 -0.412006136210526 -0.0643764005526316 -0.0697954326421053 -0.0402815295710526 -0.2154947945 -0.202515453763158 0.118359454355263 0.0235438078421053 -0.303469567368421 -0.321587949026316 -0.0238468037578947 -0.226982619202632 0.371101783247368 -0.321840354591053 -0.470335300236842 -0.655869847105263 0.145643455873684 0.589287405263158 -0.735144308421053 -0.60350877 -0.746469686842105 -0.409850488978947 -0.150243065815789 -0.577578594552632 -0.153355802565789 -0.396147929736842 0.373114657894737 -0.481481472052632 -0.535540835789474 -0.682964303236842 -0.91669168 -0.343541418421053 -0.258098159078947 -0.544512448236842 -0.677914147368421 -0.681540978947368 -0.569302148078947 -0.827002813421053 -0.683196530789474 -0.214350280079211 0.0153066512447368 -0.258770014947368 -0.416353158610526 -0.790232705 -0.834506463157895 -0.915166634473684 -0.900717272894737 -0.94007194131579
10 "WALKING_UPSTAIRS" 0.0227527702016383 -0.959216072340425 -0.937039417446809 -0.431315484255319 0.817282446170213 -0.913163081702128 0.359731117148936 0.561214168510638 -0.265314810489362 0.218435556085106 -0.0229116091957447 0.00415117215957447 -0.0552718718851064 -0.0954600216446809 -0.242629912753191 0.285722418702128 0.166784060404255 0.182118433553191 -0.069089976857234 -0.157212539189362 0.0569920113446808 -0.181188555374468 -0.213406587510638 -0.0994981014042553 0.0217735210595745 -0.0182110464404255 -0.229813780765957 -0.380300494021277 0.0438573846851064 0.12411421136383 -0.0449987181702128 0.0533772470680851 -0.494566729574468 -0.54939187106383 -0.135753558595745 0.400703374255319 -0.76389841787234 -0.706382977446809 -0.247353837361702 -0.621990610595745 -0.641166194042553 -0.607356553191489 -0.202796129097872 -0.662894135319149 -0.0766956422638298 -0.716828940638298 -0.729916394893617 -0.752048406595745 -0.968963995106383 -0.739080386170213 -0.61678084893617 -0.641322259148936 -0.69164829106383 -0.751226738297872 -0.625629297021277 -0.87997352212766 -0.900623035744681 -0.218524716912766 -0.110519491638298 -0.463544469659574 0.324938829561702 -0.793397384893617 -0.843402765319149 -0.938176201702128 -0.921410590851064 -0.955184116595745
11 "LAYING" 0.112620189964912 -0.97956560245614 -0.990765579649123 -0.218018063438597 -0.893494589473684 0.782138426666667 0.975834132982456 0.978513894210526 -0.983066915614035 0.14443232102807 0.0927035192087719 0.244252740666667 0.251867228210526 -0.041559989822807 -0.864590001052632 0.82991506 -0.408344802108772 0.240258687691228 0.169402177610526 -0.102297501877193 0.0737598948982456 0.0650469523175439 0.0641667489859649 0.219280666647368 -0.180406217894737 0.248159012561404 -0.960762482631579 -0.941813384561404 -0.952523752105263 -0.159206658578947 0.177229548545614 -0.101938166947368 -0.998308128070175 -0.998217764912281 -0.984802892631579 -0.788518184385965 -0.809847199122807 -0.536842105263158 -0.761684367894737 -0.99947232754386 -0.999511915964912 -0.998168554561404 -0.973486716315789 -0.983302949122807 -0.983178937894737 -0.984606704912281 -0.993055394736842 -0.984439872631579 -0.999972069122807 -0.999738707368421 -0.999350464035088 -0.999185060877193 -0.998570743333333 -0.99908647122807 -0.998522395087719 -0.998699005263158 -0.998836894561404 -0.97618747122807 -0.285949468998246 -0.595875288596491 -0.355330143221053 -0.999357951052632 -0.999386844561403 -0.999353022280702 -0.999169055438596 -0.999846234561404
11 "SITTING" 0.188531695981132 -0.988069341132075 -0.949792572075472 -0.057230097754717 0.669392312264151 -0.833923009056604 0.967316194528302 0.979229906603774 -0.979323694716981 0.119719602981132 0.162705233209434 0.218381243239245 0.202835835464151 -0.0755284478679245 -0.884485955849057 0.788153895660377 -0.609941411886792 0.185267371731887 0.125921107577358 -0.0948423481320755 0.00858528223773585 0.0450364105584906 0.143911301060377 0.114262158664151 -0.100656294075472 0.143113828509434 -0.964609870754717 -0.93650599754717 -0.951884472075472 -0.124169214188679 0.109463882369811 -0.0108222752032075 -0.986127271886792 -0.99806113 -0.980416498113208 -0.767976449245283 -0.720024345924528 -0.896855346037736 -0.720804542754717 -0.99953795490566 -0.999630150188679 -0.998325557169811 -0.968421475660377 -0.984349606792453 -0.977676212641509 -0.985674900377358 -0.988523724716981 -0.983415003962264 -0.99990515245283 -0.999629287735849 -0.99944545509434 -0.998883772075472 -0.999199249811321 -0.998834520188679 -0.998774419622641 -0.999494102075472 -0.999125012075472 -0.985106875471698 -0.339141982684906 -0.637487117264151 -0.356637044530189 -0.999882071509434 -0.999836895471698 -0.999893672264151 -0.999855508490566 -0.999883638490566
11 "STANDING" 0.127198423404255 -0.994529398085106 -0.981047828723404 -0.269602208085106 0.881333431489362 -0.953331425106383 0.982677560851064 0.986837842765957 -0.989437838723404 0.162422901995745 0.286073818982979 0.287428768531915 0.240040537489362 -0.0765465041914894 -0.870001190425532 0.812845748510638 -0.372158720461702 0.234832512934043 0.202850228744681 -0.099519355893617 0.168235331703191 -0.121497514200638 -0.104574184991702 0.172576480887234 -0.175454538361702 0.237971029531915 -0.980936051276596 -0.98562878 -0.979978011489362 -0.138696757297872 0.182831885961702 -0.0431078319838298 -0.998189660212766 -0.999635426382979 -0.991720467021277 -0.870921304680851 -0.643102265042553 -0.907801418021277 -0.708723053255319 -0.999879077234043 -0.999948435319149 -0.999542718510638 -0.981185823617021 -0.990378149574468 -0.991359904042553 -0.990426426382979 -0.99372987 -0.986292637234043 -0.999969842340426 -0.999941384893617 -0.999841985319149 -0.999550705319149 -0.999687338085106 -0.999644719574468 -0.999567379787234 -0.999720505319149 -0.99949188106383 -0.978301717234043 -0.237688170148936 -0.590088629446809 -0.435885199808511 -0.999815704893617 -0.999886643829787 -0.999902294255319 -0.999853506170213 -0.999986640212766
